,IELTS_R,IELTS_L,IELTS_S,IELTS_W,IELTS_Z
62004,8.5,8.5,8,5.5,7
62005,0,0,0,0,0
62006,8.5,8,7,6,7
62007,8.5,8,7,6,7
62008,0,0,0,0,0
62009,0,0,0,0,0
62010,0,0,0,0,6.5
62011,7.5,8,7,5.5,7
62012,7.5,8,7,5.5,7
62013,6.5,8.5,7.5,6.5,7
62014,7,7,6,6,6.5
62015,8,9,8.5,6,7.5
62016,0,0,0,0,0
62017,0,0,0,0,0
62018,0,0,0,0,0
62019,0,0,0,0,0
62020,0,0,0,0,0
62021,0,0,0,0,0
62022,0,0,0,0,0
62023,0,0,0,0,0
62024,0,0,0,0,0
62025,6.5,6.5,5.5,6,6.5
62026,0,0,0,0,0
62027,0,0,0,0,0
62028,0,0,0,0,0
62029,0,0,0,0,0
62030,0,0,0,0,0
62031,0,0,0,0,0
62032,0,0,0,0,0
62033,0,0,0,0,0
62034,0,0,0,0,0
62035,0,0,0,0,0
62036,0,0,0,0,6.5
62037,0,0,0,0,0
62038,9,8.5,8,6,7.5
62039,0,0,0,0,0
62040,0,0,0,0,0
62041,0,0,0,0,0
62042,0,0,0,0,0
62043,0,0,0,0,0
62044,0,0,0,0,0
62045,0,0,0,0,0
62046,0,0,0,0,0
62047,0,0,0,0,0
62048,0,0,0,0,0
62049,0,0,0,0,0
62050,0,0,0,0,0
62051,7,6.5,6,6.5,6.5
62052,0,0,0,0,0
62053,0,0,0,0,0
62054,0,0,0,0,0
62055,0,0,0,0,0
62056,0,0,0,0,0
62057,0,0,0,0,0
62058,0,0,0,0,0
62059,0,0,0,0,0
62060,0,0,0,0,0
62061,0,0,0,0,0
62062,0,0,0,0,0
62063,0,0,0,0,0
62064,7.5,6.5,6,6,7
62065,0,0,0,0,0
62066,0,0,0,0,0
62067,8,7,6,6,7
62068,0,0,0,0,0
62069,0,0,0,0,0
62070,0,0,0,0,0
62071,0,0,0,0,0
62072,0,0,0,0,0
62073,0,0,0,0,0
62074,0,0,0,0,0
62075,0,0,0,0,0
62076,0,0,0,0,0
62077,8.5,8.5,8,7,7.5
62078,7,8,7,6.5,7
62079,0,0,0,0,0
62080,8.5,8,7,6,7.5
62081,0,0,0,0,0
62082,0,0,0,0,0
62083,7,7,6,6,7
62084,7,7,6,6,7
62085,7,7,6,6,7
62086,7,7,6,6,7
62087,7,7,6,6,7
62088,0,0,0,0,0
62089,0,0,0,0,0
62090,0,0,0,0,0
62091,0,0,0,0,0
62092,0,0,0,0,0
62093,8.5,7.5,6.5,7,7.5
62094,8.5,7.5,6.5,7,7.5
62095,0,0,0,0,0
62096,8.5,8.5,8,8.5,8.5
62097,0,0,0,0,0
62098,0,0,0,0,0
62099,0,0,0,0,0
62100,0,0,0,0,0
62101,0,0,0,0,0
62102,7,7,6,6,6
62103,7,7,6,6,6
62104,7,7,6,6,6
62105,7,7,6,6,6
62106,7,7,6,6,6
62107,8,8,7,6,7
62108,0,0,0,0,0
62109,0,0,0,0,0
62110,0,0,0,0,0
62111,0,0,0,0,0
62112,7.5,6.5,6,6.5,6.5
62113,0,0,0,0,0
62114,7.5,6.5,6,6.5,6.5
62115,0,0,0,0,0
62116,0,0,0,0,0
62117,0,0,0,0,0
62118,6.5,7,6,6,6
62119,6.5,7,6,6,6
62120,8.5,8.5,8,6,7.5
62121,0,0,0,0,0
62122,8,8.5,7.5,6.5,7.5
62123,6.5,6.5,5.5,5.5,6.5
62124,0,0,0,0,0
62125,0,0,0,0,0
62126,0,0,0,0,6
62127,0,0,0,0,0
62128,0,0,0,0,6.5
62129,8.5,7,6,6.5,7
62130,8.5,7,6,6.5,7
62131,6.5,7,6,6.5,6.5
62132,6.5,7,6,6.5,6.5
62133,6.5,7,6,6.5,6.5
62134,8.5,7.5,6.5,7,7.5
62135,0,0,0,0,0
62136,0,0,0,0,0
62137,0,0,0,0,0
62138,0,0,0,0,0
62139,0,0,0,0,7.5
62140,8.5,7.5,6.5,7,7.5
62141,0,0,0,0,0
62142,0,0,0,0,0
62143,0,0,0,0,0
62144,0,0,0,0,0
62145,0,0,0,0,0
62146,0,0,0,0,0
62147,0,0,0,0,0
62148,7,8.5,7.5,6,7
62149,0,0,0,0,0
62150,0,0,0,0,0
62151,0,0,0,0,0
62152,0,0,0,0,0
62153,0,0,0,0,0
62154,0,0,0,0,0
62155,6,7.5,6,5.5,6.5
62156,8.5,7.5,6.5,6,7.5
62157,7.5,6,5.5,6,6.5
62158,8,8.5,7.5,7,7.5
62159,7,8,7,5.5,6
62160,8,8,7,7,7.5
62161,0,0,0,0,0
62162,0,0,0,0,0
62163,0,0,0,0,7
62164,0,0,0,0,0
62165,0,0,0,0,0
62166,0,0,0,0,0
62167,0,0,0,0,0
62168,0,0,0,0,0
62169,0,0,0,0,6.5
62170,0,0,0,0,6.5
62171,0,0,0,0,6.5
62172,0,0,0,0,6.5
62173,0,0,0,0,6.5
62174,0,0,0,0,6.5
62175,9,8.5,8,7,8.5
62176,0,0,0,0,0
62177,6.5,0,0,0,0
62178,6.5,6.5,5.5,6.5,6
62179,6.5,6.5,5.5,6.5,6
62180,6.5,6.5,5.5,6.5,6
62181,0,0,0,0,0
62182,7.5,6.5,6,6,6.5
62183,8,8,7,6,7
62184,8,8,7,6,7
62185,6.5,8,6.5,5.5,6
62186,7.5,8.5,7.5,6,7
62187,9,7,6,7,7.5
62188,0,0,0,0,6.5
62189,0,0,0,0,0
62190,0,0,0,0,6.5
62191,7.5,6,5.5,6,6.5
62192,7.5,6,5.5,6,6.5
62193,7.5,6,5.5,6,6.5
62194,7.5,6,5.5,6,6.5
62195,7.5,6,5.5,6,6.5
62196,7.5,6,5.5,6,6.5
62197,7.5,6,5.5,6,6.5
62198,7.5,7.5,6.5,5.5,7
62199,6.5,7.5,6,5.5,6.5
62200,6.5,7.5,6,5.5,6.5
62201,7.5,7,6,6,6.5
62202,6.5,7,6,5,6.5
62203,0,0,0,0,0
62204,6.5,7,6,5,6.5
62205,7,6,5.5,6,6
62206,7,6,5.5,6,6
62207,7,6,5.5,6,6
62208,7.5,6.5,6,5.5,6.5
62209,7,6.5,6,5.5,6.5
62210,7,6.5,6,5.5,6.5
62211,0,0,0,0,0
62212,7,6.5,6,5.5,6.5
62213,0,0,0,0,0
62214,0,0,0,0,6.5
62215,0,0,0,0,0
62216,6.5,7,6,6,6.5
62217,6.5,7,6,6,6.5
62218,7.5,8,7,6.5,7.5
62219,7.5,8,7,6.5,7.5
62220,7.5,8,7,6.5,7.5
62221,0,0,0,0,0
62222,8,8.5,7.5,6,7.5
62223,0,0,0,0,0
62224,0,0,0,0,0
62225,0,0,0,0,0
62226,0,0,0,0,0
62227,0,0,0,0,0
62228,0,0,0,0,0
62229,0,0,0,0,0
62230,0,0,0,0,0
62231,0,0,0,0,0
62232,0,0,0,0,0
62233,0,0,0,0,0
62234,0,0,0,0,0
62235,0,0,0,0,0
62236,7.5,8,7,7.5,6.5
62237,8,8,7,7,7.5
62238,8,8,7,7,7.5
62239,0,0,0,0,7
62240,0,0,0,0,0
62241,0,0,0,0,0
62242,0,0,0,0,0
62243,0,0,0,0,0
62244,0,0,0,0,0
62245,0,0,0,0,0
62246,0,0,0,0,0
62247,0,0,0,0,0
62248,0,0,0,0,0
62249,8,6.5,6,6,6.5
62250,0,0,0,0,0
62251,0,0,0,0,0
62252,8,6.5,6,6,6.5
62253,8.5,7.5,6.5,6,7
62254,8.5,7.5,6.5,6,7
62255,0,0,0,0,0
62256,7,8,7,6.5,7
62257,7,8,7,6.5,7
62258,7,8,7,6.5,7
62259,7,8,7,6.5,7
62260,0,0,0,0,0
62261,0,0,0,0,0
62262,6.5,6,5.5,5.5,6
62263,0,0,0,0,0
62264,0,0,0,0,0
62265,0,0,0,0,0
62266,0,0,0,0,0
62267,0,0,0,0,0
62268,0,0,0,0,0
62269,0,0,0,0,0
62270,0,0,0,0,0
62271,0,0,0,0,0
62272,6,6,5.5,6,6
62273,6.5,6.5,5.5,6,6.5
62274,6.5,6.5,5.5,6,6.5
62275,7.5,7,6,5.5,6.5
62276,0,0,0,0,0
62277,7.5,7,6,5.5,6.5
62278,7.5,7,6,5.5,6.5
62279,7.5,7,6,5.5,6.5
62280,7.5,7,6,5.5,6.5
62281,0,0,0,0,0
62282,0,0,0,0,0
62283,8.5,8,7,6.5,7.5
62284,7.5,7.5,6.5,5.5,7
62285,0,0,0,0,0
62286,0,0,0,0,0
62287,7,7,6,6,6.5
62288,7,7,6,6,6.5
62289,7,6.5,6,6,6.5
62290,9,7.5,6.5,5,7
62291,9,7.5,6.5,5,7
62292,0,0,0,0,7
62293,6,5.5,5,6,6
62294,0,0,0,0,0
62295,6,5.5,5,6,6
62296,6,7.5,6,4.5,5.5
62297,0,0,0,0,0
62298,0,0,0,0,0
62299,7,7,6,6,6.5
62300,8.5,9,8.5,6,7.5
62301,0,0,0,0,0
62302,0,0,0,0,0
62303,0,0,0,0,0
62304,0,0,0,0,0
62305,0,0,0,0,0
62306,0,0,0,0,0
62307,0,0,0,0,0
62308,0,0,0,0,0
62309,0,0,0,0,0
62310,0,0,0,0,0
62311,0,0,0,0,6.5
62312,8.5,8.5,8,6.5,7.5
62313,8.5,8.5,8,6.5,7.5
62314,0,0,0,0,0
62315,0,0,0,0,0
62316,0,0,0,0,0
62317,0,0,0,0,0
62318,7,7,6,7.5,6.5
62319,0,0,0,0,0
62320,0,0,0,0,0
62321,0,0,0,0,0
62322,8.5,7,6,6,7
62323,0,0,0,0,0
62324,6.5,7.5,6,6,6.5
62325,0,0,0,0,0
62326,0,0,0,0,0
62327,0,0,0,0,0
62328,7,7.5,6.5,6,6.5
62329,0,0,0,0,0
62330,7,7.5,6.5,5.5,6.5
62331,7,7.5,6.5,5.5,6.5
62332,7,7.5,6.5,5.5,6.5
62333,7,6.5,6,6,6.5
62334,0,0,0,0,0
62335,0,0,0,0,0
62336,0,0,0,0,0
62337,0,0,0,0,0
62338,0,0,0,0,0
62339,0,0,0,0,0
62340,0,0,0,0,0
62341,0,0,0,0,0
62342,7.5,8,7,6,7
62343,0,0,0,0,0
62344,0,0,0,0,0
62345,7.5,7.5,6.5,6,7
62346,7.5,7.5,6.5,6,7
62347,7.5,7.5,6.5,6,7
62348,0,0,0,0,0
62349,7.5,8,7,6,7
62350,7.5,7.5,6.5,5,6.5
62351,0,0,0,0,0
62352,0,0,0,0,0
62353,7,7,6,7.5,7
62354,7,7,6,7.5,7
62355,8.5,7.5,6.5,6,7
62356,8.5,7.5,6.5,6,7
62357,8.5,7.5,6.5,6,7
62358,7,7.5,6.5,5.5,6.5
62359,0,0,0,0,0
62360,0,0,0,0,0
62361,0,0,0,0,0
62362,0,0,0,0,0
62363,0,0,0,0,0
62364,0,0,0,0,0
62365,0,0,0,0,0
62366,0,0,0,0,0
62367,0,0,0,0,0
62368,0,0,0,0,0
62369,0,0,0,0,0
62370,0,0,0,0,0
62371,0,0,0,0,0
62372,0,0,0,0,0
62373,0,0,0,0,0
62374,0,0,0,0,0
62375,7,7.5,6.5,6,6.5
62376,0,0,0,0,0
62377,7,7,6,7,5.5
62378,0,0,0,0,0
62379,0,0,0,0,0
62380,0,0,0,0,0
62381,0,0,0,0,0
62382,0,0,0,0,0
62383,0,0,0,0,0
62384,0,0,0,0,0
62385,0,0,0,0,0
62386,0,0,0,0,0
62387,0,0,0,0,0
62388,8,5.5,5,5.5,6
62389,8,5.5,5,5.5,6
62390,8,5.5,5,5.5,6
62391,0,0,0,0,0
62392,0,0,0,0,0
62393,0,0,0,0,0
62394,0,0,0,0,0
62395,9,8,7,7,8
62396,8,7,6,6,7
62397,0,0,0,0,0
62398,7.5,6.5,6,7,7
62399,8.5,8.5,8,6.5,7.5
62400,0,0,0,0,0
62401,0,0,0,0,0
62402,0,0,0,0,0
62403,0,0,0,0,7.5
62404,0,0,0,0,0
62405,8.5,8.5,8,6.5,7.5
62406,0,0,0,0,0
62407,0,0,0,0,0
62408,0,0,0,0,0
62409,0,0,0,0,0
62410,0,0,0,0,0
62411,0,0,0,0,0
62412,0,0,0,0,0
62413,0,0,0,0,0
62414,0,0,0,0,0
62415,0,0,0,0,0
62416,0,0,0,0,0
62417,0,0,0,0,0
62418,0,0,0,0,0
62419,0,0,0,0,0
62420,0,0,0,0,0
62421,0,0,0,0,0
62422,0,0,0,0,0
62423,0,0,0,0,0
62424,8.5,8,7,6.5,7.5
62425,0,0,0,0,0
62426,0,0,0,0,0
62427,0,0,0,0,0
62428,7,8,7,6.5,7
62429,7,8,7,6.5,7
62430,7.5,6,5.5,6,6.5
62431,7.5,6,5.5,6,6.5
62432,8.5,7,6,6.5,7
62433,0,0,0,0,0
62434,6.5,8,6.5,6,6.5
62435,0,0,0,0,0
62436,0,0,0,0,0
62437,0,0,0,0,6.5
62438,0,0,0,0,6.5
62439,7,7.5,6.5,6.5,7
62440,0,0,0,0,6.5
62441,7,7.5,6.5,6.5,7
62442,7,7.5,6.5,6.5,7
62443,7,7,6,5.5,6.5
62444,7.5,6,5.5,5.5,6.5
62445,0,0,0,0,0
62446,7.5,6,5.5,5.5,6.5
62447,7.5,6.5,6,5.5,6.5
62448,0,0,0,0,0
62449,0,0,0,0,0
62450,0,0,0,0,0
62451,0,0,0,0,0
62452,0,0,0,0,0
62453,7.5,7.5,6.5,5.5,6.5
62454,0,0,0,0,0
62455,0,0,0,0,0
62456,7,7.5,6.5,6,6.5
62457,6.5,0,0,0,0
62458,0,0,0,0,0
62459,0,0,0,0,0
62460,0,0,0,0,0
62461,7,7,6,6,6
62462,0,0,0,0,0
62463,0,0,0,0,0
62464,0,0,0,0,0
62465,0,0,0,0,0
62466,0,0,0,0,7
62467,0,0,0,0,7
62468,7,7.5,6.5,6,6
62469,0,0,0,0,7
62470,0,0,0,0,7
62471,0,0,0,0,7
62472,0,0,0,0,7
62473,0,0,0,0,0
62474,8,8.5,7.5,6.5,7
62475,8,8.5,7.5,6.5,7
62476,8,8.5,7.5,6.5,7
62477,8,8.5,7.5,6.5,7
62478,6.5,7,6,5.5,6
62479,7.5,8,7,6,7
62480,7,6.5,6,6,6
62481,8.5,7.5,6.5,6,7
62482,0,0,0,0,0
62483,7,6.5,6,6,6.5
62484,7,6.5,6,6,6.5
62485,0,0,0,0,0
62486,0,0,0,0,6.5
62487,7,7.5,6.5,6.5,5.5
62488,0,0,0,0,6.5
62489,0,0,0,0,0
62490,0,0,0,0,6.5
62491,6.5,8.5,7.5,6.5,7
62492,8,7,6,6,7
62493,8,6.5,6,6.5,7
62494,6.5,8.5,7.5,5.5,5.5
62495,0,0,0,0,0
62496,0,0,0,0,0
62497,0,0,0,0,0
62498,0,0,0,0,0
62499,7,7.5,6.5,6.5,6.5
62500,7.5,0,0,0,0
62501,8.5,8,7,6,7.5
62502,7,6.5,6,5.5,6.5
62503,7,6.5,6,5.5,6.5
62504,7,6.5,6,5.5,6.5
62505,0,0,0,0,0
62506,7.5,8,7,5.5,6.5
62507,9,7.5,6.5,7.5,8
62508,0,0,0,0,0
62509,0,0,0,0,0
62510,0,0,0,0,0
62511,0,0,0,0,0
62512,6.5,6.5,5.5,6,6.5
62513,6.5,6.5,5.5,6,6.5
62514,6.5,6.5,5.5,6,6.5
62515,6.5,6.5,5.5,6,6.5
62516,6.5,6.5,5.5,6,6.5
62517,5.5,6.5,5.5,8.5,6.5
62518,5.5,6.5,5.5,8.5,6.5
62519,0,0,0,0,0
62520,0,0,0,0,0
62521,0,0,0,0,0
62522,0,0,0,0,0
62523,8.5,7.5,6.5,6,7
62524,0,0,0,0,0
62525,0,0,0,0,0
62526,0,0,0,0,0
62527,0,0,0,0,0
62528,0,0,0,0,0
62529,8.5,6,5.5,6.5,7
62530,9,8.5,8,6,7.5
62531,0,0,0,0,0
62532,0,0,0,0,0
62533,0,0,0,0,0
62534,0,0,0,0,0
62535,0,0,0,0,0
62536,0,0,0,0,0
62537,0,0,0,0,0
62538,0,0,0,0,0
62539,0,0,0,0,0
62540,7.5,7.5,6.5,6.5,7
62541,7.5,7.5,6.5,6.5,7
62542,6.5,7,6,5.5,6
62543,6.5,7,6,5.5,6
62544,0,0,0,0,0
62545,0,0,0,0,0
62546,0,0,0,0,0
62547,0,0,0,0,0
62548,7.5,7.5,6.5,6.5,7
62549,0,0,0,0,0
62550,0,0,0,0,0
62551,0,0,0,0,0
62552,0,0,0,0,0
62553,0,7.5,6,7,7
62554,0,7.5,6,7,7
62555,0,7.5,6,7,7
62556,0,7.5,6,7,7
62557,0,0,0,0,0
62558,7.5,6.5,6,5.5,6.5
62559,7.5,6.5,6,5.5,6.5
62560,0,0,0,0,7
62561,0,0,0,0,0
62562,0,0,0,0,0
62563,0,0,0,0,0
62564,7,6.5,6,6,6.5
62565,0,0,0,0,0
62566,0,0,0,0,0
62567,0,0,0,0,0
62568,0,0,0,0,0
62569,0,0,0,0,0
62570,8.5,8,7,6,7.5
62571,9,8,7,7,8
62572,0,0,0,0,0
62573,0,0,0,0,0
62574,0,0,0,0,0
62575,0,0,0,0,0
62576,0,0,0,0,0
62577,0,0,0,0,0
62578,0,0,0,0,0
62579,0,0,0,0,0
62580,0,0,0,0,0
62581,0,0,0,0,0
62582,8.5,8,7,6,7
62583,0,0,0,0,0
62584,0,0,0,0,0
62585,0,0,0,0,7
62586,0,0,0,0,0
62587,0,0,0,0,7
62588,0,0,0,0,0
62589,0,0,0,0,7
62590,0,0,0,0,0
62591,0,0,0,0,0
62592,7,5.5,5,6,6.5
62593,0,0,0,0,0
62594,7,6.5,6,6.5,6.5
62595,7,6.5,6,6.5,6.5
62596,7,7.5,6.5,6,6.5
62597,7,7.5,6.5,6,6.5
62598,7,7.5,6.5,6,6.5
62599,0,0,0,0,0
62600,7.5,7.5,6.5,6,7
62601,8.5,8.5,8,6.5,7.5
62602,0,0,0,0,0
62603,0,0,0,0,0
62604,0,0,0,0,0
62605,6.5,7,6,6,6.5
62606,8.5,6.5,6,6,7
62607,9,8.5,8,7,8
62608,6.5,6,5.5,6.5,6.5
62609,0,0,0,0,0
62610,0,0,0,0,0
62611,8.5,9,8.5,6.5,8
62612,0,0,0,0,0
62613,0,0,0,0,0
62614,0,0,0,0,0
62615,0,0,0,0,0
62616,6.5,0,0,0,0
62617,6.5,6.5,5.5,6,5.5
62618,0,0,0,0,7
62619,0,0,0,0,7
62620,8,7.5,6.5,6,7
62621,7,7,6,6,6.5
62622,0,0,0,0,0
62623,0,0,0,0,0
62624,0,0,0,0,0
62625,0,0,0,0,0
62626,0,0,0,0,0
62627,0,0,0,0,0
62628,0,0,0,0,0
62629,9,7,6,6,7
62630,0,0,0,0,0
62631,0,0,0,0,0
62632,0,0,0,0,0
62633,0,0,0,0,0
62634,8.5,8,7,6,7.5
62635,8,6.5,6,6,6.5
62636,8,6.5,6,6,6.5
62637,8,6.5,6,6,6.5
62638,8.5,8.5,8,6,7.5
62639,0,0,0,0,0
62640,0,0,0,0,0
62641,0,0,0,0,0
62642,0,0,0,0,6.5
62643,0,0,0,0,0
62644,0,0,0,0,0
62645,7,7,6,7,5.5
62646,6.5,0,0,0,0
62647,6.5,6,5.5,6,6
62648,8.5,7.5,6.5,6.6,7
62649,6.5,6,5.5,6,6
62650,6.5,6,5.5,6,6
62651,0,0,0,0,0
62652,6.5,6,5.5,6,6
62653,0,0,0,0,0
62654,6.5,0,0,0,0
62655,0,0,0,0,0
62656,0,0,0,0,0
62657,0,0,0,0,0
62658,7.5,7,6,5.5,6.5
62659,7,8.5,7.5,6.5,7.5
62660,8.5,7,6,6,7
62661,7,7,6,6,6.5
62662,7,7,6,6,6.5
62663,0,0,0,0,7
62664,0,0,0,0,0
62665,0,0,0,0,0
62666,0,0,0,0,0
62667,0,0,0,0,0
62668,0,0,0,0,0
62669,0,0,0,0,0
62670,7.5,7.5,6.5,5.5,6.5
62671,0,0,0,0,0
62672,0,0,0,0,0
62673,0,0,0,0,0
62674,9,9,9,6.5,7.5
62675,0,0,0,0,0
62676,0,0,0,0,0
62677,0,0,0,0,0
62678,9,8,7,6,7.5
62679,9,8,7,6,7.5
62680,9,8,7,6,7.5
62681,0,0,0,0,0
62682,7,6.5,6,6.5,6.5
62683,7,6.5,6,6.5,6.5
62684,0,0,0,0,0
62685,0,0,0,0,7
62686,0,0,0,0,7
62687,0,0,0,0,7
62688,0,0,0,0,7
62689,0,0,0,0,7
62690,6.5,6,5.5,6,6
62691,6.5,6,5.5,6,6
62692,0,0,0,0,6.5
62693,0,0,0,0,6.5
62694,8,8.5,7.5,6.5,7.5
62695,0,0,0,0,7
62696,7.5,7.5,6.5,6,7
62697,6.5,6,5.5,5.5,6.5
62698,0,0,0,0,7
62699,0,0,0,0,7
62700,0,0,0,0,7
62701,0,0,0,0,7
62702,6.5,6,5.5,5.5,6.5
62703,8.5,7.5,6.5,7,7.5
62704,8.5,7.5,6.5,7,7.5
62705,0,0,0,0,6.5
62706,0,0,0,0,0
62707,9,8.5,8,6,7.5
62708,9,8.5,8,6,7.5
62709,7.5,0,0,0,0
62710,0,0,0,0,0
62711,0,0,0,0,0
62712,8.5,7.5,6.5,6,7
62713,6.5,0,0,0,0
62714,6.5,0,0,0,0
62715,0,0,0,0,0
62716,0,0,0,0,0
62717,0,0,0,0,0
62718,0,0,0,0,0
62719,0,0,0,0,0
62720,0,0,0,0,0
62721,0,0,0,0,0
62722,0,0,0,0,0
62723,8.5,7.5,6.5,5.5,7
62724,8.5,7.5,6.5,5.5,7
62725,8.5,7.5,6.5,5.5,7
62726,8.5,7.5,6.5,5.5,7
62727,8.5,7.5,6.5,5.5,7
62728,8.5,7.5,6.5,5.5,7
62729,0,0,0,0,0
62730,0,0,0,0,0
62731,0,0,0,0,0
62732,0,0,0,0,0
62733,8,8,7,6,7
62734,0,0,0,0,0
62735,0,0,0,0,0
62736,7,6.5,6,5.5,6.5
62737,6.5,6.5,5.5,5.5,6
62738,0,0,0,0,0
62739,6.5,6.5,5.5,5.5,6
62740,6,7.5,6,6,6.5
62741,7,7,6,5.5,6.5
62742,7,7,6,5.5,6.5
62743,7,7,6,5.5,6.5
62744,7,7,6,5.5,6.5
62745,7,6.5,6,6,6.5
62746,0,0,0,0,0
62747,8,6,5.5,6.5,6.5
62748,8,6,5.5,6.5,6.5
62749,8,8.5,7.5,6,7.5
62750,6.5,6.5,5.5,6.5,6.5
62751,0,0,0,0,0
62752,0,0,0,0,0
62753,0,0,0,0,0
62754,0,0,0,0,0
62755,0,0,0,0,0
62756,7,6,5.5,6.5,6.5
62757,0,0,0,0,0
62758,8.5,6.5,6,6,7
62759,8.5,6.5,6,6,7
62760,8.5,6.5,6,6,7
62761,0,0,0,0,0
62762,7,6.5,6,6,6.5
62763,7,6.5,6,6,6.5
62764,9,9,9,7,8
62765,8.5,7.5,6.5,6,7
62766,8.5,7.5,6.5,6,7
62767,8.5,7.5,6.5,6,7
62768,8.5,7.5,6.5,6,7
62769,8.5,7.5,6.5,6,7
62770,7,7,6,5.5,6.5
62771,0,0,0,0,0
62772,7,6.5,6,6,6.5
62773,0,0,0,0,0
62774,0,0,0,0,0
62775,0,0,0,0,0
62776,0,0,0,0,0
62777,0,0,0,0,0
62778,6.5,6.5,5.5,6,6
62779,7.5,7.5,6.5,5.5,6.5
62780,7.5,7.5,6.5,5.5,6.5
62781,0,0,0,0,0
62782,0,0,0,0,0
62783,0,0,0,0,0
62784,0,0,0,0,0
62785,7.5,8.5,7.5,6,7
62786,0,0,0,0,0
62787,0,0,0,0,0
62788,0,0,0,0,0
62789,0,0,0,0,0
62790,0,0,0,0,0
62791,0,0,0,0,0
62792,0,0,0,0,0
62793,0,0,0,0,0
62794,0,0,0,0,0
62795,0,0,0,0,0
62796,0,0,0,0,0
62797,0,0,0,0,0
62798,7.5,8.5,7.5,6.5,9
62799,0,0,0,0,7
62800,0,0,0,0,7
62801,0,0,0,0,0
62802,0,0,0,0,0
62803,8,7.5,6.5,6.5,7
62804,0,0,0,0,0
62805,0,0,0,0,0
62806,7,8,7,6,6
62807,0,0,0,0,0
62808,0,0,0,0,0
62809,0,0,0,0,0
62810,0,0,0,0,0
62811,0,0,0,0,0
62812,7,7,6,6,6.5
62813,8.5,7.5,6.5,6,7
62814,0,0,0,0,0
62815,0,0,0,0,0
62816,0,0,0,0,0
62817,0,0,0,0,0
62818,0,0,0,0,0
62819,0,0,0,0,0
62820,7,8.5,7.5,6,7
62821,0,0,0,0,0
62822,0,0,0,0,6.5
62823,0,0,0,0,6.5
62824,0,0,0,0,6.5
62825,6,7.5,6,6,6.5
62826,6,7.5,6,6,6.5
62827,6,7.5,6,6,6.5
62828,6,7.5,6,6,6.5
62829,0,0,0,0,0
62830,7,7,6,7,5.5
62831,7,7,6,7,5.5
62832,8.5,8,7,6.5,7.5
62833,0,0,0,0,0
62834,0,0,0,0,0
62835,0,0,0,0,0
62836,0,0,0,0,0
62837,0,0,0,0,0
62838,0,0,0,0,0
62839,0,0,0,0,0
62840,0,0,0,0,0
62841,0,0,0,0,0
62842,0,0,0,0,0
62843,0,0,0,0,0
62844,0,0,0,0,0
62845,8,7.5,6.5,6,7
62846,0,0,0,0,0
62847,0,0,0,0,0
62848,0,0,0,0,0
62849,0,0,0,0,0
62850,7.5,7.5,6.5,6,7
62851,0,0,0,0,0
62852,0,0,0,0,0
62853,0,0,0,0,0
62854,8,8.5,7.5,6.5,7.5
62855,9,8.5,8,6,7.5
62856,9,8.5,8,6,7.5
62857,6.5,6.5,5.5,5.5,7
62858,0,0,0,0,0
62859,6.5,7,6,6,6
62860,0,0,0,0,0
62861,6.5,7.5,6,6,5.5
62862,6.5,7.5,6,6,5.5
62863,6.5,7.5,6,6,5.5
62864,0,0,0,0,0
62865,0,0,0,0,0
62866,7.5,6.5,6,5.5,6.5
62867,7.5,7.5,6.5,6,7
62868,7.5,7.5,6.5,6,7
62869,7.5,7.5,6.5,6,7
62870,7.5,7.5,6.5,6,7
62871,7,9,8.5,5.5,7
62872,7,9,8.5,5.5,7
62873,7,9,8.5,5.5,7
62874,7,9,8.5,5.5,7
62875,7,9,8.5,5.5,7
62876,0,0,0,0,0
62877,0,0,0,0,0
62878,0,0,0,0,0
62879,0,0,0,0,0
62880,0,0,0,0,0
62881,0,0,0,0,0
62882,0,0,0,0,0
62883,0,0,0,0,0
62884,0,0,0,0,0
62885,7,9,8.5,5.5,7
62886,0,0,0,0,0
62887,8,8.5,7.5,6.5,7.5
62888,0,0,0,0,0
62889,0,0,0,0,0
62890,0,0,0,0,0
62891,0,0,0,0,0
62892,0,0,0,0,0
62893,0,0,0,0,0
62894,0,0,0,0,0
62895,0,0,0,0,0
62896,8.5,7.5,6.5,6,7
62897,6,6,5.5,6,6
62898,6.5,6,5.5,6,6
62899,0,0,0,0,0
62900,6.5,7,6,5.5,5.5
62901,8,6,5.5,6,6.5
62902,0,0,0,0,0
62903,7.5,8.5,7.5,6,6.5
62904,0,0,0,0,0
62905,0,0,0,0,0
62906,0,0,0,0,0
62907,0,0,0,0,0
62908,8.5,9,8.5,6,7.5
62909,6.5,7,6,5.5,5.5
62910,8.5,9,8.5,6,7.5
62911,8.5,9,8.5,6,7.5
62912,8.5,7.5,6.5,6.5,7.5
62913,7,8,7,6,6.5
62914,8.5,7.5,6.5,6.5,7.5
62915,8.5,8,7,6,7
62916,7,8,7,5.5,6
62917,7,8,7,5.5,6
62918,0,0,0,0,0
62919,0,0,0,0,0
62920,0,0,0,0,0
62921,0,0,0,0,0
62922,8,9,8.5,6,7.5
62923,7.5,8.5,7.5,6,7
62924,7.5,8.5,7.5,6,7
62925,8,7,6,6,7
62926,0,0,0,0,0
62927,0,0,0,0,0
62928,0,0,0,0,0
62929,8.5,7,6,6,7
62930,8,7.5,6.5,6.5,7
62931,0,0,0,0,0
62932,8,7.5,6.5,6,7
